Comments,Target
It sounds perfect and the call quality isn’t bad and that was what I was looking out for especially,-1
Sound nice,-1
One of the earbud isn't working anymore. Like two if them can't work together.. feel bad about this,-1
I love it .,-1
It's really has good sound. I recommend this product.,-1
"The best earbud I bought so far ,the sound is amazing thank you ????????????????????",-1
"Nice 
Receive and working perfectly",-1
I'm feeling this product. Great!,-1
I love it. It enhances audio quality.,-1
"It's just as I saw the review on YouTube, the battery is strong, keep up the good work????",-1
Let the delivery date be fixed,-1
Hhhhhhh ????????????????,-1
The sound And the Ballance.. It Fits perfectly,-1
Excellent,-1
"It actually sounds like an earpiece..
Just the smooth sound, but the beat isn't there..

The earbuds even sounds better..

Nice packaging by the way",-1
Long lasting battery,-1
The microphone is more clear. People on the other end can hear you clearly and sound has improved way better. It's a Really amazing upgrade,-1
"Everything about it rocks, it's the best oraimo freepods so far",-1
It's so nice...... the only thing is I can sleep with it,-1
Exactly as advertised,-1
"It's good recieved as specified, working perfectly",-1
"This is for you if you're looking for a gadget with Great sound quality, deep bass, fast connection and long lasting battery. Just check this out",-1
I love the super bass and noise cancellation,-1
Wonderful for the price why waste money for airpod  iPhone,-1
It's pretty cool.... I love it.,-1
"It’s okay , it could be louder though",-1
The noise cancellation is great and when all I do is listen to music the battery lasts pretty long. If I use it  to receive calls and speak it dies a lot faster  but the charging pack guarantees its worth the price,-1
"it's purchase is from the use if the model2. However, it's not as easy to use as the model2",-1
Nice buy,-1
Nice product,-1
Superb sound!! Good quality!!,-1
It’s sounds amazing. It’s a good product,-1
It sounds good ☺️,-1
"I bought this product for the second time, no complaints. Quality is superb!!!",-1
I love it but sometimes it cut off from the connection through ur phone,-1
it's delivered as promised.,-1
"I love the ear buds
Nice fitting
It is light and great sound
Prompt delivery too",-1
The pod make sense 10/10,-1
Perfect ????,-1
"The Bass is quite okay,,, but it's not okay how you can control the volume without your phone",-1
"when you are looking for peace of mind in terms of earbuds, buy this product.
this product checked out all my need and desires in earbud.",-1
Sound is very clear and it is easily operated,-1
Superb,-1
"Only issue i have is that On  call i find the receiver on the other end couldn't hear me clearly especially in noisy environment whereas my 4000 naira earpod could do better

Again the pod indicator doesn't blink for 4 seconds when charged full. It just stays that way as against what is written in the manual

.",-1
"I will recommend this to everyone, it is cheap and worth more",-1
"It's great and does the job perfectly.
Last longer and very comfortable, especially with the sleek casing.",-1
It's a powerful device,-1
Works well and lasts long too,-1
Amazing product,-1
"I was so surprised at the the sound, it has a good bass and a nice design. It’s really cool ????????????",-1
The touch sensor are not that sensitive. But everything else is perfect,-1
It’s very good and loud even for calls but It hardly detects touch and I can’t turn it on except it’s back in the case,-1
"The bass is very good and the noise cancellation is decent enough. It does hurt the ear after 20minutes or so, especially the right ear. Good product overall for its price",-1
"The device is okay, but after a while the ear pieces started having issues",-1
"The sound is perfect, I love it!",-1
Very nice,-1
"absolutely love it, beautifully packaged and the sound is worth every kobo spent.",-1
The sound is super,-1
Good stuff,-1
It's perfect,-1
I really love how it works,-1
"Nice, I love it :)",-1
I like it .,-1
Good sound quality,-1
"Just a few days of using it but it's been really good, no complaints. Bass is good , speech recognition by virtual assistants is good too",-1
It is good,-1
It's great,-1
"The bass is out 

of this world and the battery life is mind bugling.",-1
Nice products,-1
Authentic product only downside is it feels uncomfortable for long term wear on,-1
Audio quality is amazing.,-1
"Good,solid product
Recommendable to all",-1
"It is having connection issues, sometimes one ear will connect without the order",-1
The bass is the best part about,-1
It hurts in the ear after a while.,-1
So far so good,-1
Perfect for the price,-1
"One of the airpods stopped working in less than two weeks for no reason, felt like i wasted my money to purchase it.",-1
"The ear buds for the bass mode gradually expands due to heat. So, one with a stronger/a more heat resilient rubber is recommended",-1
Very good for music but a strong no for gaming,-1
"tested and trusted. 
Trust me on this one????",-1
This oraimo is too good ????,-1
It's very nice...,-1
It’s just perfect.,-1
Amazing product ✅✅✅✅????✅✅????✅????✅????✅????✅????✅????✅✅????✅????✅,-1
It was really nice,-1
The freepod is very strong all rounder,-1
Awesomely great ???? ???? ???? ????,-1
"This is exactly how it is.
Waooooh",-1
Very good and comfortable to use,-1
"Long lasting battery, with smooth sound",-1
The best,-1
"For its price, it is worth it",-1
Very cool product,-1
The next song tripple clicking does not work more than 3 times at a strech. Would like to work more than 3 times,-1
I like it,-1
"Just what I needed from earbud, good battery, great bass and its comfortable to the ear",-1
I got it exactly a week from when I ordered it and it is even more better than advertised,-1
it’s nice. long lasting battery,-1
"Sound quality, perfect. Noise cancelation works perfectly",-1
Very nice,-1
"The pods are nice but after wearing for sometime, it’s painful.",-1
Awesome,-1
"Omo, the sound mad gon",-1
"Love everything about it, using it right now ????",-1
The unique sound,-1
Enjoyed the bass,-1
Nice 1,-1
The freepods are beautiful but the audio is so low. I feel cheated. I can barely hear music when I’m using it. Such a waste of money,-1
It works great,-1
"It’s a good one trust me
Go for it",-1
Love it ???? it’s the best,-1
"It's very ok,the base nah wonderfu",-1
Fits well and great listening experience,-1
"It's really alryt 
The battery life is superb and it's good for calls 
All in all 
It has a good value for money",-1
"Loud, solid bass, refined sound, call clarity. You get the value worth. I recommend it.",-1
Perfect,-1
"I must say it is as advertised. My only problem with it is the lack of volume control on the buds, but it’s not that much of a deal breaker. I can recommend ????",-1
"Nice Bass, Long Battery Life, Doesn't fall off the ear, good noise cancellation and great for calling",-1
Good bass and nice sound quality,-1
"I'm really enjoying the battery life,sound quality and comfort in the ear. Better than I expected.",-1
Sound is too good,-1
Perfect!!!,-1
"You might find the battery a lil short of what's in the instruction manual but nevertheless lasts you more than a day. 
Otherwise it's all good a great value for your money!",-1
"For the price it goes, its definitely worth every kobo and more.",-1
Oraimo always the best product ever,-1
"Excellente!!!
So perfect with long lasting battery life",-1
Great product,-1
Is cool,-1
Highly recommended ❤️,-1
Nice product,-1
"Nice jam..
More balance ☺",-1
The product is perfectly okay,-1
Love everything about it,-1
Worth the price. Good sound better battery life,-1
Works very well and it last long,-1
sounds good. clear calls and long lasting. its also durable,-1
I love it,-1
It's Okay.,-1
Been using it for two months now.,-1
"On full charge the battery last a little lower than 5 hours compared to the 8 hours that was described. 
One ear stopped working after 1 month. Average product to me, I think this product is not meant for daily usage",-1
